3196	THRB	DGIDB
&GAMMA;-HYDROXYBUTYRIC ACID	HCAR1	DGIDB
&GAMMA;-KTX1.7	KCNH2	DGIDB
&GAMMA;-KTX1.7	KCNH6	DGIDB
&GAMMA;-MSH	MC3R	DGIDB
&MU;-CONOTOXIN GIIIA	SCN4A	DGIDB
&OMEGA;-CONOTOXIN MVIIA	CACNA1B	DGIDB
&RHO;-DA1A	ADRA1A	DGIDB
(&PLUSMN;)-<I>CIS</I>-H<SUB>2</SUB>-PAT	HRH1	DGIDB
(&PLUSMN;)-<I>TRANS</I>-H<SUB>2</SUB>-PAT	HRH1	DGIDB
(&PLUSMN;)-ADRENALINE	ADRA2B	DGIDB
(&PLUSMN;)-ADRENALINE	ADRA2C	DGIDB
(&PLUSMN;)-ADRENALINE	ADRB1	DGIDB
(&PLUSMN;)-ADRENALINE	ADRB3	DGIDB
(&PLUSMN;)YM796	CHRM1	DGIDB
"((2R,3S,5R)-3-HYDROXY-5-(4-HYDROXY-2-OXO-3,4-DIHYDROPYRIMIDIN-1(2H)-YL)-TETRAHYDROFURAN-2-YL)METHYLDIHYDROGEN PHOSPHATE"	CD	DRUGBANK
(-)-(S)-BAYK8644	CACNA1C	DGIDB
(-)-(S)-BAYK8644	CACNA1D	DGIDB
(-)-(S)-BAYK8644	CACNA1F	DGIDB
(-)-(S)-BAYK8644	CACNA1S	DGIDB
(-)-<I>TRANS</I>-H<SUB>2</SUB>-PAT	HRH1	DGIDB
"(-)-3PPP, MARYLAND"	DRD2	TTD
"(-)-3PPP, MARYLAND"	DRD2	DGIDB
(-)-ACECLIDINE	CHRM1	DGIDB
(-)-ACECLIDINE	CHRM2	DGIDB
(-)-ACECLIDINE	CHRM3	DGIDB
(-)-ACECLIDINE	CHRM4	DGIDB
(-)-ACECLIDINE	CHRM5	DGIDB
(-)-ADRENALINE	ADRA1A	DGIDB
(-)-ADRENALINE	ADRA1B	DGIDB
(-)-ADRENALINE	ADRA1D	DGIDB
(-)-ADRENALINE	ADRA2A	DGIDB
(-)-ADRENALINE	ADRB2	DGIDB
(-)-BREMAZOCINE	OPRD1	DGIDB
(-)-BREMAZOCINE	OPRK1	DGIDB
(-)-BREMAZOCINE	OPRM1	DGIDB
(-)-CHLORPHENIRAMINE	HRH1	DGIDB
(-)-CYCLAZOCINE	OPRD1	DGIDB
(-)-CYCLAZOCINE	OPRK1	DGIDB
(-)-CYCLAZOCINE	OPRM1	DGIDB
(-)-MENTHOL	TRPA1	DGIDB
(-)-MENTHOL	TRPM8	DGIDB
(-)-METHADONE	OPRD1	DGIDB
(-)-METHADONE	OPRK1	DGIDB
(-)-METHADONE	OPRM1	DGIDB
(-)-NORADRENALINE	ADRA1A	DGIDB
(-)-NORADRENALINE	ADRA1B	DGIDB
(-)-NORADRENALINE	ADRA1D	DGIDB
(-)-NORADRENALINE	ADRA2A	DGIDB
(-)-NORADRENALINE	ADRA2B	DGIDB
(-)-NORADRENALINE	ADRA2C	DGIDB
(-)-NORADRENALINE	ADRB3	DGIDB
(-)-NORFENFLURAMINE	HTR2B	DGIDB
(-)-N-PORPHYNORAPOMORPHINE	DRD2	DGIDB
(-)-N-PORPHYNORAPOMORPHINE	DRD3	DGIDB
(-)-PENTAZOCINE	OPRD1	DGIDB
(-)-PENTAZOCINE	OPRK1	DGIDB
(-)-PENTAZOCINE	OPRM1	DGIDB
(-)-PENTAZOCINE	SIGMAR1	DGIDB
(-)-PHENSERINE	ACHE	TTD
(-)-PHENSERINE	BCHE	TTD
(-)-PROPRANOLOL	ADRB1	DGIDB
(-)-PROPRANOLOL	HTR1A	DGIDB
(-)-PROPRANOLOL	HTR5A	DGIDB
(-)-PROPRANOLOL	SLC10A1	DGIDB
(-)-RO 363	ADRB1	DGIDB
(-)-ROLIPRAM	PDE4A	TTD
(-)-ROLIPRAM	PDE4D	TTD
(-)-SKF-82526	DRD1	DGIDB
(-)-SKF-82526	DRD5	DGIDB
(-)-SULPIRIDE	DRD2	DGIDB
(-)-SULPIRIDE	DRD3	DGIDB
(-)-SULPIRIDE	DRD4	DGIDB
(-)-TERTATOLOL	HTR1A	DGIDB
(-)-YM796	CHRM1	DGIDB
"({[(3E)-2'-OXO-2',7'-DIHYDRO-2,3'-BIINDOL-3(7H)-YLIDENE]AMINO}OXY)ACETIC ACID"	PYGM	DRUGBANK
"({[(3E)-2'-OXO-2',7'-DIHYDRO-2,3'-BIINDOL-3(7H)-YLIDENE]AMINO}OXY)ACETIC ACID"	PYGM	DGIDB
({3-[1-(4-HYDROXY-2-OXO-2H-CHROMEN-3-YL)-PROPYL]-PHENYLCARBAMOYL}-METHYL)-CARBAMIC ACID TERT-BUTYL ESTER	GAG-POL	DRUGBANK
(+)-<I>CIS</I>-H<SUB>2</SUB>-PAT	HRH1	DGIDB
(+)-<I>TRANS</I>-H<SUB>2</SUB>-PAT	HRH1	DGIDB
"(+)-5-(5-BROMOTHIOPHEN-3-YL)-5-METHYL-4-OXO-4,5-DIHYDRO-FURAN-2-CARBOXYLIC ACID"	HCAR2	DGIDB
(+)-ACECLIDINE	CHRM1	DGIDB
(+)-ACECLIDINE	CHRM2	DGIDB
(+)-ACECLIDINE	CHRM3	DGIDB
(+)-ACECLIDINE	CHRM4	DGIDB
(+)-ACECLIDINE	CHRM5	DGIDB
(+)-ADRENALINE	ADRA1A	DGIDB
(+)-ADRENALINE	ADRA1B	DGIDB
(+)-ADRENALINE	ADRA1D	DGIDB
(+)-ADTN	DRD1	DGIDB
(+)-ADTN	DRD5	DGIDB
(+)-AJ76	DRD3	DGIDB
(+)-BUTACLAMOL	DRD1	DGIDB
(+)-BUTACLAMOL	DRD2	DGIDB
(+)-BUTACLAMOL	DRD3	DGIDB
(+)-BUTACLAMOL	DRD4	DGIDB
(+)-BUTACLAMOL	DRD5	DGIDB
(+)-BUTACLAMOL	HTR1A	DGIDB
(+)-BUTACLAMOL	HTR2A	DGIDB
(+)-CHLORPHENIRAMINE	HRH1	DGIDB
(+)-CYCLAZOSIN	ADRA1A	DGIDB
(+)-CYCLAZOSIN	ADRA1B	DGIDB
(+)-CYCLAZOSIN	ADRA1D	DGIDB
(+)-DOI	HTR2A	DGIDB
(+)-DOI	HTR2B	DGIDB
(+)-DOI	HTR2C	DGIDB
(+)-HA966	GRIN1	DGIDB
(+)-HA966	GRIN2A	DGIDB
(+)-HA966	GRIN2B	DGIDB
(+)-IRINOTECAN	TYMS	TTD
(+)-JQ1	BRD4	DGIDB
(+)-JQ1	BRDT	DGIDB
(+)-LSD	HTR2A	DGIDB
(+)-LSD	HTR2B	DGIDB
(+)-LSD	HTR2C	DGIDB
(+)-LSD	HTR7	DGIDB
(+)-MCPG	GRM2	DGIDB
(+)-MCPG	GRM3	DGIDB
(+)-MCPG	GRM7	DGIDB
(+)-NORFENFLURAMINE	HTR2B	DGIDB
(+)-PROPRANOLOL	SLC10A1	DGIDB
(+)-S-14297	DRD2	DGIDB
(+)-S-14297	DRD3	DGIDB
(+)-S20	NR1I2	DGIDB
(+)-SCH-23390	DRD2	DGIDB
(+)-SK&F10047	SIGMAR1	DGIDB
(+)-SKF-82526	DRD1	DGIDB
(+)-SKF-82526	DRD5	DGIDB
(+)-SULPIRIDE	DRD2	DGIDB
(+)-SULPIRIDE	DRD3	DGIDB
(+)-SULPIRIDE	DRD4	DGIDB
(+)-UH232	DRD2	DGIDB
(+)-UH232	DRD3	DGIDB
(+)-WAY 100135	HTR1B	DGIDB
(+)-WAY 100135	HTR1D	DGIDB
"(<I>R,S</I>)-4-PPG"	GRM4	DGIDB
"(<I>R,S</I>)-4-PPG"	GRM6	DGIDB
"(<I>R,S</I>)-4-PPG"	GRM7	DGIDB
"(<I>R,S</I>)-4-PPG"	GRM8	DGIDB
"(<I>R,S</I>)-PHPNECA"	ADORA1	DGIDB
"(<I>R,S</I>)-PHPNECA"	ADORA2A	DGIDB
"(<I>R,S</I>)-PHPNECA"	ADORA3	DGIDB
(<I>R</I>)-&ALPHA;-METHYLHISTAMINE	HRH3	DGIDB
(<I>R</I>)-&ALPHA;-METHYLHISTAMINE	HRH4	DGIDB
(<I>R</I>)-CETIRIZINE	HRH1	DGIDB
(<I>R</I>)-DOI	HTR2A	DGIDB
(<I>R</I>)-DOI	HTR2B	DGIDB
(<I>R</I>)-DOI	HTR2C	DGIDB
(<I>R</I>)-FLUROCARAZOLOL	HTR1A	DGIDB
(<I>R</I>)-FLUROCARAZOLOL	HTR1B	DGIDB
(<I>R</I>)-ZACOPRIDE	HTR3A	DGIDB
(<I>RS</I>)-(TETRAZOL-5-YL)GLYCINE	GRIN1	DGIDB
(<I>RS</I>)-(TETRAZOL-5-YL)GLYCINE	GRIN2A	DGIDB
(<I>RS</I>)-(TETRAZOL-5-YL)GLYCINE	GRIN2B	DGIDB
(<I>RS</I>)-(TETRAZOL-5-YL)GLYCINE	GRIN2C	DGIDB
(<I>RS</I>)-(TETRAZOL-5-YL)GLYCINE	GRIN2D	DGIDB
(<I>S</I>)-&ALPHA;-METHYLHISTAMINE	HRH3	DGIDB
(<I>S</I>)-&ALPHA;-METHYLHISTAMINE	HRH4	DGIDB
"(<I>S</I>)-3,4-DCPG"	GRM4	DGIDB
"(<I>S</I>)-3,4-DCPG"	GRM6	DGIDB
"(<I>S</I>)-3,4-DCPG"	GRM8	DGIDB
(<I>S</I>)-4-AHCP	GRIK1	DGIDB
(<I>S</I>)-4C3HPG	GRM1	DGIDB
(<I>S</I>)-5-FLUOROWILLARDIINE	GRIA1	DGIDB
(<I>S</I>)-5-FLUOROWILLARDIINE	GRIA2	DGIDB
(<I>S</I>)-5-FLUOROWILLARDIINE	GRIA3	DGIDB
(<I>S</I>)-5-FLUOROWILLARDIINE	GRIA4	DGIDB
(<I>S</I>)-5-IODOWILLARDIINE	GRIK1	DGIDB
(<I>S</I>)-CETIRIZINE	HRH1	DGIDB
(<I>S</I>)-FLUROCARAZOLOL	HTR1A	DGIDB
(<I>S</I>)-FLUROCARAZOLOL	HTR1B	DGIDB
(<I>S</I>)-ZACOPRIDE	HTR3A	DGIDB
"(1,10 PHENANTHROLINE)-(TRI-CARBON MONOXIDE) RHENIUM (I)"	AZU	DRUGBANK
"(1<I>S</I>,3<I>R</I>)-ACPD"	GRM2	DGIDB
"(1<I>S</I>,3<I>R</I>)-ACPD"	GRM3	DGIDB
"(1<I>S</I>,3<I>R</I>)-ACPD"	GRM6	DGIDB
"(1<I>S</I>,3<I>R</I>)-ACPD"	GRM7	DGIDB
"(1<I>S</I>,3<I>R</I>)-ACPD"	GRM8	DGIDB
"(10ALPHA,13ALPHA,14BETA,17ALPHA)-17-HYDROXYANDROST-4-EN-3-ONE"	AKR1C1	DRUGBANK
"(10ALPHA,13ALPHA,14BETA,17ALPHA)-17-HYDROXYANDROST-4-EN-3-ONE"	AKR1C1	DGIDB
"(10ALPHA,13ALPHA,14BETA,17ALPHA)-17-HYDROXYANDROST-4-EN-3-ONE"	AKR1C2	DRUGBANK
"(10ALPHA,13ALPHA,14BETA,17ALPHA)-17-HYDROXYANDROST-4-EN-3-ONE"	AKR1C2	DGIDB
"(10R)-10-FORMYL-5,8,10-TRIDEAZAFOLIC ACID"	PURN	DRUGBANK
"(10R)-10-METHYL-3-(6-METHYLPYRIDIN-3-YL)-9,10,11,12-TETRAHYDRO-8H-[1,4]DIAZEPINO[5',6':4,5]THIENO[3,2-F]QUINOLIN-8-ONE"	MAPKAPK2	DRUGBANK
"(10R)-10-METHYL-3-(6-METHYLPYRIDIN-3-YL)-9,10,11,12-TETRAHYDRO-8H-[1,4]DIAZEPINO[5',6':4,5]THIENO[3,2-F]QUINOLIN-8-ONE"	MAPKAPK2	DGIDB
"(10S)-10-FORMYL-5,8,10-TRIDEAZAFOLIC ACID"	PURN	DRUGBANK
"(11-BETA)-11,21-DIHYDROXY-PREGN-4-ENE-3,20-DIONE"	HSD11B1	DRUGBANK
"(11-BETA)-11,21-DIHYDROXY-PREGN-4-ENE-3,20-DIONE"	HSD11B1	DGIDB
"(11-BETA)-11,21-DIHYDROXY-PREGN-4-ENE-3,20-DIONE"	NCOA1	DRUGBANK
"(11-BETA)-11,21-DIHYDROXY-PREGN-4-ENE-3,20-DIONE"	NCOA1	DGIDB
"(11-BETA)-11,21-DIHYDROXY-PREGN-4-ENE-3,20-DIONE"	NR3C2	DRUGBANK
"(11-BETA)-11,21-DIHYDROXY-PREGN-4-ENE-3,20-DIONE"	NR3C2	DGIDB
(11E)-OCTADEC-11-ENOIC ACID	PPARD	DRUGBANK
(11E)-OCTADEC-11-ENOIC ACID	PPARD	DGIDB
"(11S)-8-CHLORO-11-[1-(METHYLSULFONYL)PIPERIDIN-4-YL]-6-PIPERAZIN-1-YL-11H-BENZO[5,6]CYCLOHEPTA[1,2-B]PYRIDINE"	CHURC1-FNTB	DRUGBANK
"(11S)-8-CHLORO-11-[1-(METHYLSULFONYL)PIPERIDIN-4-YL]-6-PIPERAZIN-1-YL-11H-BENZO[5,6]CYCLOHEPTA[1,2-B]PYRIDINE"	FNTA	DRUGBANK
"(11S)-8-CHLORO-11-[1-(METHYLSULFONYL)PIPERIDIN-4-YL]-6-PIPERAZIN-1-YL-11H-BENZO[5,6]CYCLOHEPTA[1,2-B]PYRIDINE"	FNTA	DGIDB
"(11S)-8-CHLORO-11-[1-(METHYLSULFONYL)PIPERIDIN-4-YL]-6-PIPERAZIN-1-YL-11H-BENZO[5,6]CYCLOHEPTA[1,2-B]PYRIDINE"	FNTB	DRUGBANK
"(11S)-8-CHLORO-11-[1-(METHYLSULFONYL)PIPERIDIN-4-YL]-6-PIPERAZIN-1-YL-11H-BENZO[5,6]CYCLOHEPTA[1,2-B]PYRIDINE"	FNTB	DGIDB
"(12E,20Z,18S)-8-HYDROXYVARIABILIN"	GLRA3	DGIDB
"(13R,15S)-13-METHYL-16-OXA-8,9,12,22,24-PENTAAZAHEXACYCLO[15.6.2.16,9.1,12,15.0,2,7.0,21,25]HEPTACOSA-1(24),2,4,6,17(25),18,20-HEPTAENE-23,26-DIONE"	CDK2	DRUGBANK
"(13R,15S)-13-METHYL-16-OXA-8,9,12,22,24-PENTAAZAHEXACYCLO[15.6.2.16,9.1,12,15.0,2,7.0,21,25]HEPTACOSA-1(24),2,4,6,17(25),18,20-HEPTAENE-23,26-DIONE"	CDK2	DGIDB
"(13S)-13-METHYLDODECAHYDRO-1H-CYCLOPENTA[A]PHENANTHRENE-3,17(2H,4H)-DIONE"	KSI	DRUGBANK
"(16ALPHA,17ALPHA)-ESTRA-1,3,5(10)-TRIENE-3,16,17-TRIOL"	ESR2	DRUGBANK
"(16ALPHA,17ALPHA)-ESTRA-1,3,5(10)-TRIENE-3,16,17-TRIOL"	ESR2	DGIDB
"(16ALPHA,17ALPHA)-ESTRA-1,3,5(10)-TRIENE-3,16,17-TRIOL"	NCOA5	DRUGBANK
"(16ALPHA,17ALPHA)-ESTRA-1,3,5(10)-TRIENE-3,16,17-TRIOL"	NCOA5	DGIDB
"(17BETA)-17-(CYANOMETHYL)-2-METHOXYESTRA-1(10),2,4-TRIEN-3-YL SULFAMATE"	CA2	DRUGBANK
"(17BETA)-17-(CYANOMETHYL)-2-METHOXYESTRA-1(10),2,4-TRIEN-3-YL SULFAMATE"	CA2	DGIDB
"(1AR,8S,13S,14S,15AR)-5,13,14-TRIHYDROXY-3-METHOXY-8-METHYL-8,9,13,14,15,15A-HEXAHYDRO-6H-OXIRENO[K][2]BENZOXACYCLOTETRADECINE-6,12(1AH)-DIONE"	MAPK1	DRUGBANK
"(1AR,8S,13S,14S,15AR)-5,13,14-TRIHYDROXY-3-METHOXY-8-METHYL-8,9,13,14,15,15A-HEXAHYDRO-6H-OXIRENO[K][2]BENZOXACYCLOTETRADECINE-6,12(1AH)-DIONE"	MAPK1	DGIDB
"(1E)-5-(1-PIPERIDIN-4-YL-3-PYRIDIN-4-YL-1H-PYRAZOL-4-YL)-2,3-DIHYDRO-1H-INDEN-1-ONE OXIME"	BRAF	DRUGBANK
"(1E)-5-(1-PIPERIDIN-4-YL-3-PYRIDIN-4-YL-1H-PYRAZOL-4-YL)-2,3-DIHYDRO-1H-INDEN-1-ONE OXIME"	BRAF	DGIDB
(1H-INDOL-3-YL)-(2-MERCAPTO-ETHOXYIMINO)-ACETIC ACID	IL2	DRUGBANK
(1H-INDOL-3-YL)-(2-MERCAPTO-ETHOXYIMINO)-ACETIC ACID	IL2	DGIDB
"(1-HYDROXY-1-PHOSPHONO-2-[1,1';3',1'']TERPHENYL-3-YL-ETHYL)-PHOSPHONIC ACID"	ISPU	DRUGBANK
"(1-HYDROXY-1-PHOSPHONO-2-[1,1';4',1'']TERPHENYL-3-YL-ETHYL)-PHOSPHONIC ACID"	ISPU	DRUGBANK
"(1-HYDROXYDODECANE-1,1-DIYL)BIS(PHOSPHONIC ACID)"	GGPS1	DRUGBANK
"(1-HYDROXYDODECANE-1,1-DIYL)BIS(PHOSPHONIC ACID)"	GGPS1	DGIDB
"(1-HYDROXYHEPTANE-1,1-DIYL)BIS(PHOSPHONIC ACID)"	GGPS1	DRUGBANK
"(1-HYDROXYHEPTANE-1,1-DIYL)BIS(PHOSPHONIC ACID)"	GGPS1	DGIDB
"(1-HYDROXYNONANE-1,1-DIYL)BIS(PHOSPHONIC ACID)"	GGPS1	DRUGBANK
"(1-HYDROXYNONANE-1,1-DIYL)BIS(PHOSPHONIC ACID)"	GGPS1	DGIDB
(1-METHYL-1-{[3-(3-PHENOXYPHENYL)PROPYL]CARBAMOYL}ETHYL)PHOSPHONATE	FDFT1	DGIDB
(1-METHYL-1H-IMIDAZOL-2-YL)-(3-METHYL-4-{3-[(PYRIDIN-3-YLMETHYL)-AMINO]-PROPOXY}-BENZOFURAN-2-YL)-METHANONE	NMT1	DRUGBANK
(1-METHYL-1H-IMIDAZOL-2-YL)-(3-METHYL-4-{3-[(PYRIDIN-3-YLMETHYL)-AMINO]-PROPOXY}-BENZOFURAN-2-YL)-METHANONE	NMT1	DGIDB
(1N)-4-N-BUTOXYPHENYLSULFONYL-(2R)-N-HYDROXYCARBOXAMIDO-(4S)-METHANESULFONYLAMINO-PYRROLIDINE	MMP3	DRUGBANK
(1N)-4-N-BUTOXYPHENYLSULFONYL-(2R)-N-HYDROXYCARBOXAMIDO-(4S)-METHANESULFONYLAMINO-PYRROLIDINE	MMP3	DGIDB
(1-PHOSPHONATO-4-{4-[4-(TRIFLUOROMETHYL)PHENYL]PHENYL}BUTYL)PHOSPHONATE	FDFT1	DGIDB
(1R)-1-(2-THIENYLACETYLAMINO)-1-(3-CARBOXYPHENYL)METHYLBORONIC ACID	AMPC	DRUGBANK
(1R)-1-(2-THIENYLACETYLAMINO)-1-(3-CARBOXYPHENYL)METHYLBORONIC ACID	BLA	DRUGBANK
(1R)-1-(2-THIENYLACETYLAMINO)-1-(3-CARBOXYPHENYL)METHYLBORONIC ACID	BLACTX-M-9A	DRUGBANK
(1R)-1-(2-THIENYLACETYLAMINO)-1-PHENYLMETHYLBORONIC ACID	AMPC	DRUGBANK
"(1R)-1,2,2-TRIMETHYLPROPYL (R)-METHYLPHOSPHINATE"	CES1	DRUGBANK
"(1R)-1,2,2-TRIMETHYLPROPYL (R)-METHYLPHOSPHINATE"	CES1	DGIDB
"(1R)-1,2,2-TRIMETHYLPROPYL (R)-METHYLPHOSPHINATE"	PAFAH1B3	DRUGBANK
"(1R)-1,2,2-TRIMETHYLPROPYL (R)-METHYLPHOSPHINATE"	PAFAH1B3	DGIDB
"(1R)-1,2,2-TRIMETHYLPROPYL (R)-METHYLPHOSPHINATE"	PLA2G7	DRUGBANK
"(1R)-1,2,2-TRIMETHYLPROPYL (R)-METHYLPHOSPHINATE"	PLA2G7	DGIDB
"(1R)-1,2,2-TRIMETHYLPROPYL (S)-METHYLPHOSPHINATE"	ACHE	DRUGBANK
"(1R)-1,2,2-TRIMETHYLPROPYL (S)-METHYLPHOSPHINATE"	ACHE	DGIDB
"(1R)-1-{[(4'-METHOXY-1,1'-BIPHENYL-4-YL)SULFONYL]AMINO}-2-METHYLPROPYLPHOSPHONIC ACID"	MMP8	DRUGBANK
"(1R)-1-{[(4'-METHOXY-1,1'-BIPHENYL-4-YL)SULFONYL]AMINO}-2-METHYLPROPYLPHOSPHONIC ACID"	MMP8	DGIDB
(1R)-2-[(CYANOMETHYL)AMINO]-1-({[2-(DIFLUOROMETHOXY)BENZYL]SULFONYL}METHYL)-2-OXOETHYL MORPHOLINE-4-CARBOXYLATE	CTSS	DRUGBANK
(1R)-2-[(CYANOMETHYL)AMINO]-1-({[2-(DIFLUOROMETHOXY)BENZYL]SULFONYL}METHYL)-2-OXOETHYL MORPHOLINE-4-CARBOXYLATE	CTSS	DGIDB
"(1R)-2-{[AMINO(IMINO)METHYL]AMINO}-1-{4-[(4R)-4-(HYDROXYMETHYL)-1,3,2-DIOXABOROLAN-2-YL]PHENYL}ETHYL NICOTINATE"	F11	DRUGBANK
"(1R)-2-{[AMINO(IMINO)METHYL]AMINO}-1-{4-[(4R)-4-(HYDROXYMETHYL)-1,3,2-DIOXABOROLAN-2-YL]PHENYL}ETHYL NICOTINATE"	F11	DGIDB
(1R)-2-AMINO-1-[3-(TRIFLUOROMETHYL)PHENYL]ETHANOL	PNMT	DRUGBANK
(1R)-2-AMINO-1-[3-(TRIFLUOROMETHYL)PHENYL]ETHANOL	PNMT	DGIDB
(1R)-2-METHYL-1-(PHENYLMETHYL)PROPYL[(1S)-1-FORMYLPENTYL]CARBAMATE	CTSK	DRUGBANK
(1R)-2-METHYL-1-(PHENYLMETHYL)PROPYL[(1S)-1-FORMYLPENTYL]CARBAMATE	CTSK	DGIDB
(1R)-2-PHENYLACETAMIDO-2-(3-CARBOXYPHENYL)ETHYL BORONIC ACID	BLA	DRUGBANK
(1R)-3-CHLORO-1-PHENYLPROPAN-1-OL	E	DRUGBANK
(1R)-4-(3-PHENOXYPHENYL)-1-PHOSPHONOBUTANE-1-SULFONIC ACID	CRTM	DRUGBANK
(1R)-MENTHYL HEXYL PHOSPHONATE GROUP	BCHE	DRUGBANK
(1R)-MENTHYL HEXYL PHOSPHONATE GROUP	BCHE	DGIDB
